name,latitude,longitude,heading,shiptype
573,26.72868,50.44329,null,FISHING
574,26.49532,50.2702,null,UNKNOWN
575,25.27701,50.52285,null,UNKNOWN
576,25.27711,50.52294,null,UNKNOWN
577,26.36349,50.77363,null,UNKNOWN
578,26.51724,50.60567,266,FISHING
579,26.99004,50.35672,356,FISHING
580,27.11917,49.98813,100,FISHING
581,27.02859,49.78094,259,FISHING
582,26.57317,50.62789,159,YACHT
583,26.2942,50.86116,114,YACHT
584,26.54859,50.03036,null,FISHING
585,26.87083,50.62213,326,FISHING
586,26.2241,50.43639,187,FISHING
587,25.69514,50.27523,null,FISHING
588,25.69509,50.27527,null,FISHING
589,25.80855,50.7323,null,FISHING
590,27.04293,50.60135,138,CARGO
591,26.94196,50.70233,147,CARGO
592,26.1141,50.63285,null,YACHT
593,26.40613,50.87481,null,UNKNOWN
594,27.29122,49.41085,355,YACHT
595,26.09389,50.1112,288,YACHT
596,26.09333,50.11,268,YACHT
597,26.89169,50.34452,null,FISHING
598,26.13354,50.6594,351,FISHING
599,25.74631,50.19927,null,SUPPORT
600,26.5778,50.89783,14,FISHING
601,27.15589,49.39988,null,FISHING
602,26.23659,50.50087,344,YACHT
603,25.97475,50.63397,350,FISHING
604,26.10254,50.41209,73,YACHT
605,26.73625,50.78642,61,FISHING
606,26.02832,50.44652,48,FISHING
607,27.14848,50.11703,334,FISHING
608,26.46217,50.5033,39,FISHING
609,26.70378,50.5761,123,FISHING
610,26.64149,50.78823,126,YACHT
611,25.75598,50.18939,null,FISHING
612,27.35161,49.8894,null,FISHING
613,27.35159,49.88941,null,FISHING
614,26.83417,50.79132,130,FISHING
615,26.16941,50.26873,null,YACHT
616,26.14443,50.21204,312,YACHT
617,27.24291,50.26309,143,FISHING
618,27.24154,50.26406,154,FISHING
619,27.33822,50.50548,136,SUPPORT
620,26.05658,50.86118,224,YACHT
621,26.00428,50.83891,61,YACHT
622,26.65194,50.66483,128,FISHING
623,26.20143,50.28591,212,FISHING
624,25.92652,50.16765,null,FISHING
625,26.28573,50.43135,112,YACHT
626,26.27749,50.22209,82,SUPPORT
627,26.27749,50.22209,51,SUPPORT
628,25.93751,50.12119,null,UNKNOWN
629,25.9375,50.12115,null,UNKNOWN
630,26.6472,49.97307,null,FISHING
631,26.84569,50.20871,51,UNKNOWN
632,26.79255,50.67056,161,FISHING
633,27.03718,50.13252,28,FISHING
634,26.16565,50.34619,null,YACHT
635,26.26811,50.57985,140,FISHING
636,26.54176,50.08701,null,FISHING
637,26.53934,50.0875,null,FISHING
638,26.66655,50.13094,null,FISHING
639,26.66659,50.13091,null,FISHING
640,26.52446,50.74357,179,YACHT
641,27.03915,49.98007,262,FISHING
642,27.02472,49.89537,null,FISHING
643,27.29803,49.96041,164,FISHING
644,27.17395,49.99863,null,FISHING
645,26.85377,50.43446,307,FISHING
646,27.16077,50.10389,null,FISHING
647,27.07577,51.01015,92,TANKER
648,27.09163,50.30468,251,TANKER
649,27.15907,51.1295,99,TANKER
650,27.09943,51.59487,98,TANKER
651,27.09754,50.73508,90,TANKER
652,27.21397,51.90078,282,TANKER
653,27.12314,50.81553,269,TANKER
654,27.00567,56.38183,331,TANKER
655,27.177,51.50343,93,TANKER
656,26.77633,52.7616,125,CARGO
657,26.81298,51.28475,322,CARGO
658,26.94625,56.38549,218,TANKER
659,27.0792,52.02545,262,CARGO
660,27.09083,51.77509,83,CARGO
661,27.31152,51.40895,293,TANKER
662,26.91121,52.61455,119,TANKER
663,27.19076,52.11728,289,TANKER
664,27.11955,50.79183,269,TANKER
665,27.18537,51.2904,98,TANKER
666,27.12066,56.11237,91,TANKER
667,27.13165,52.3134,296,TANKER
668,26.78977,56.21848,212,TANKER
669,26.988,56.33767,0,TANKER
670,27.05672,56.33203,163,CARGO
671,27.04948,56.22685,129,CARGO
672,27.5619,51.3143,313,CARGO
673,27.18239,52.23018,113,CARGO
674,27.05922,56.20792,81,CARGO
675,27.37608,51.71006,288,TANKER
676,27.07707,56.36577,324,CARGO
677,27.07667,56.365,325,CARGO
678,28.28913,50.34241,322,CARGO
679,26.89348,52.74537,119,CARGO
680,27.71889,50.79637,114,CARGO
681,26.80849,52.76871,318,CARGO
682,27.04827,55.97492,0,CARGO
683,27.04825,55.97495,0,CARGO
684,28.99747,50.83216,286,TANKER
685,26.98937,52.54891,115,TANKER
686,27.43778,50.41437,319,TANKER
687,27.80557,51.90481,0,SUPPORT
688,27.12379,51.89314,110,CARGO
689,27.51719,50.6799,133,TANKER
690,27.59907,51.22318,42,TANKER
691,27.51432,52.4736,0,TANKER
692,26.91594,56.33599,326,TANKER
693,26.91625,56.33583,330,TANKER
694,26.79987,52.92593,114,TANKER
695,27.2468,50.63626,263,TANKER
696,26.83657,51.01025,255,CARGO
697,28.44689,50.59634,335,CARGO
698,27.02916,52.39761,114,CARGO
699,27.16018,52.01915,113,TANKER
700,27.3334,50.96509,61,TANKER
701,26.87808,51.97152,302,TANKER
702,26.99521,52.62747,114,TANKER
703,27.05208,55.97974,318,SUPPORT
704,27.31767,51.75684,116,TANKER
705,27.53416,52.44792,0,SUPPORT
706,26.8518,52.91396,113,TANKER
707,28.52087,50.46822,126,TANKER
708,28.97222,50.73733,36,SUPPORT
709,27.84094,50.37181,212,SUPPORT
710,26.76868,51.97681,0,SUPPORT
711,26.89826,50.53571,230,SUPPORT
712,26.79381,53.15854,316,SUPPORT
713,27.1539,56.26455,180,TANKER
714,26.98812,51.09575,316,TANKER
715,27.20971,50.38278,176,SUPPORT
716,26.78058,53.38026,142,SUPPORT
717,26.75864,53.39125,232,SUPPORT
718,27.53073,52.55515,328,CARGO
719,27.86626,51.25418,139,SUPPORT
720,27.27099,50.4007,96,SUPPORT
721,27.27025,50.40714,95,SUPPORT
722,27.70967,51.41867,133,CARGO
723,27.688,51.97417,156,SUPPORT
724,29.60315,50.46912,0,CARGO
725,29.19792,50.35199,324,SUPPORT
726,27.33137,52.45768,123,SUPPORT
727,27.18903,52.45674,105,SUPPORT
728,29.22083,50.33267,141,SUPPORT
729,27.11689,50.40158,356,SUPPORT
730,27.15016,56.20304,109,SUPPORT
731,26.98903,50.53566,0,SUPPORT
732,26.96082,55.74938,182,PASSENGER
733,26.97346,55.74944,314,PASSENGER
734,26.97046,55.76064,0,SUPPORT
735,26.85114,50.35627,77,SUPPORT
736,26.85395,56.24004,224,SUPPORT
737,29.31744,50.36306,257,SUPPORT
738,27.42609,50.60062,null,SUPPORT
739,26.94934,55.7418,null,SUPPORT
740,26.94937,55.74179,null,SUPPORT
741,27.81717,51.32318,317,CARGO
742,27.95284,51.2127,0,CARGO
743,28.97818,50.85192,0,SUPPORT
744,27.00825,50.56352,235,SUPPORT
745,27.69212,52.15722,206,SUPPORT
746,26.94889,55.62466,0,SUPPORT
747,26.89812,53.4833,null,SUPPORT
748,27.8613,50.36191,57,SUPPORT
749,27.86112,50.36235,137,SUPPORT
750,28.19433,50.50422,157,FISHING
751,26.75814,50.41606,64,FISHING
752,26.99537,50.69932,38,FISHING
753,29.34915,50.39264,186,UNKNOWN
754,26.89169,50.34452,null,FISHING
755,27.67427,51.28403,154,FISHING
756,27.67027,51.28738,140,FISHING
757,28.31337,50.97552,104,UNKNOWN
758,26.81843,55.6959,181,CARGO
759,26.73466,55.60519,109,CARGO
760,28.51595,50.82852,163,YACHT
761,26.99004,50.35672,356,FISHING
762,28.3591,50.94737,157,FISHING
763,28.35295,50.9505,174,FISHING
764,28.00438,50.49092,79,FISHING
765,26.98798,50.99304,305,CARGO
766,26.98807,50.99045,261,CARGO
767,27.84879,51.20794,186,FISHING
768,27.05408,50.52592,136,FISHING
769,26.79587,51.24762,332,FISHING
770,26.83289,50.53232,288,FISHING
771,26.78068,50.42417,235,FISHING
772,28.03222,51.09874,154,FISHING
773,26.8963,50.95562,120,FISHING
774,28.24663,51.02617,162,FISHING
775,26.82502,50.93795,267,FISHING
776,28.35934,51.07356,167,CARGO
777,28.34745,51.07649,170,CARGO
778,29.33371,50.50596,171,CARGO
779,27.82043,51.24113,149,FISHING
780,27.81614,51.24416,145,FISHING
781,29.26688,50.32765,318,SUPPORT
782,26.79255,50.67056,161,FISHING
783,27.06813,52.61057,151,YACHT
784,27.00393,52.65488,130,YACHT
785,28.65518,50.35138,139,FISHING
786,26.83417,50.79132,130,FISHING
787,27.33822,50.50548,136,SUPPORT
788,28.298,50.80952,165,UNKNOWN
789,28.55502,50.90343,72,FISHING
790,27.04293,50.60135,138,CARGO
791,26.94196,50.70233,147,CARGO
792,29.0006,50.29815,0,FISHING
793,26.87083,50.62213,326,FISHING
794,28.51239,51.08926,174,SUPPORT
795,28.51236,51.08919,276,SUPPORT
796,28.67777,50.32989,158,FISHING
797,26.85377,50.43446,307,FISHING
798,28.04001,51.07971,144,CARGO
799,27.75652,52.13341,247,YACHT
800,26.89616,55.75447,314,CARGO
801,28.41561,50.91148,136,FISHING
802,28.39461,50.92123,159,FISHING
803,27.06857,51.12802,null,FISHING
804,28.13402,51.11411,166,FISHING
805,28.12121,51.11864,166,FISHING
806,27.73369,51.20299,140,FISHING
807,26.58952,52.0366,235,TANKER
808,26.64395,51.8944,246,TANKER
809,26.01532,54.55099,89,TANKER
810,25.6389,52.46169,244,TANKER
811,26.55439,56.56534,138,TANKER
812,25.24405,56.57291,219,TANKER
813,25.25465,55.2689,29,TANKER
814,27.07577,51.01015,92,TANKER
815,26.12148,55.19874,96,TANKER
816,25.26998,56.47129,183,TANKER
817,25.78663,55.42437,236,TANKER
818,27.09163,50.30468,251,TANKER
819,27.15907,51.1295,99,TANKER
820,27.09943,51.59487,98,TANKER
821,25.14567,56.56775,69,TANKER
822,25.15004,52.91532,2,TANKER
823,26.32407,54.11525,214,TANKER
824,27.09754,50.73508,90,TANKER
825,25.16876,56.54733,323,TANKER
826,27.21397,51.90078,282,TANKER
827,26.02487,55.16595,271,TANKER
828,27.12314,50.81553,269,TANKER
829,26.35267,53.58713,122,TANKER
830,25.00757,52.985,232,TANKER
831,27.00567,56.38183,331,TANKER
832,25.19015,56.38395,316,TANKER
833,27.177,51.50343,93,TANKER
834,26.45887,55.84667,257,TANKER
835,25.35633,56.53233,40,TANKER
836,25.02378,55.05361,175,CARGO
837,24.89314,54.26861,302,CARGO
838,24.8931,54.26853,302,CARGO
839,24.80741,54.65068,342,CARGO
840,26.77633,52.7616,125,CARGO
841,26.17379,54.59047,100,CARGO
842,26.29938,50.78085,2,CARGO
843,26.81298,51.28475,322,CARGO
844,26.19026,50.68753,72,CARGO
845,26.53347,53.14632,304,CARGO
846,25.13848,54.81758,204,CARGO
847,26.39199,56.13389,60,TANKER
848,26.94625,56.38549,218,TANKER
849,25.97658,54.09797,218,TANKER
850,25.8994,51.64961,114,TANKER
851,25.02955,55.04484,137,CARGO
852,26.36115,53.85943,268,TANKER
853,27.0792,52.02545,262,CARGO
854,24.97331,54.52445,185,CARGO
855,26.61104,50.29798,178,CARGO
856,27.09083,51.77509,83,CARGO
857,25.88806,51.77701,319,TANKER
858,25.88799,51.77696,359,TANKER
859,25.82417,51.85917,293,TANKER
860,24.18166,52.70518,194,TANKER
861,25.1425,56.50092,257,TANKER
862,25.09781,54.62623,33,CARGO
863,27.31152,51.40895,293,TANKER
864,25.34952,56.56348,16,TANKER
865,24.89378,51.5797,150,TANKER
866,24.89282,51.58035,174,TANKER
867,26.25263,55.9384,209,TANKER
868,26.72547,52.07255,null,TANKER
869,26.91121,52.61455,119,TANKER
870,26.34475,56.0293,5,TANKER
871,24.47133,57.48745,116,TANKER
872,27.19076,52.11728,289,TANKER
873,26.12657,55.36105,80,TANKER
874,26.60942,56.41299,248,TANKER
875,27.11955,50.79183,269,TANKER
876,25.59127,55.1081,160,TANKER
877,26.67627,51.58042,252,TANKER
878,25.90049,51.65155,103,TANKER
879,25.37517,55.08012,344,CARGO
880,27.18537,51.2904,98,TANKER
881,25.53315,54.99817,203,CARGO
882,27.12066,56.11237,91,TANKER
883,27.13165,52.3134,296,TANKER
884,26.78977,56.21848,212,TANKER
885,26.988,56.33767,0,TANKER
886,25.2484,55.261,342,TANKER
887,26.16172,54.84961,97,TANKER
888,25.14235,54.85964,155,CARGO
889,25.36571,55.38134,153,CARGO
890,27.05672,56.33203,163,CARGO
891,26.36234,54.47931,249,TANKER
892,25.73767,53.36515,297,TANKER
893,24.14867,52.73822,204,TANKER
894,27.04948,56.22685,129,CARGO
895,26.53751,53.32875,110,CARGO
896,25.97477,56.04941,223,CARGO
897,25.22574,54.58034,150,CARGO
898,25.0235,51.60317,202,CARGO
899,26.30938,53.42271,267,CARGO
900,26.15667,50.77061,226,TANKER
901,25.85579,51.87682,352,TANKER
902,25.78737,53.61502,80,CARGO
903,25.4042,55.03325,265,TANKER
904,25.96855,51.94061,203,TANKER
905,26.04911,55.70647,46,TANKER
906,26.20477,55.89562,232,TANKER
907,26.28247,53.58772,125,TANKER
908,25.15723,52.88715,144,TANKER
909,25.15722,52.88709,235,TANKER
910,25.97465,56.05352,181,CARGO
911,25.97449,56.05359,185,CARGO
912,27.18239,52.23018,113,CARGO
913,26.69181,52.96464,305,TANKER
914,25.51525,54.86775,101,TANKER
915,26.56971,53.18023,305,TANKER
916,25.53406,55.32229,203,TANKER
917,27.05922,56.20792,81,CARGO
918,26.3096,55.19401,253,CARGO
919,26.35085,54.61278,277,CARGO
920,25.78057,53.95657,68,TANKER
921,25.78071,53.95657,68,TANKER
922,25.81992,51.80995,203,TANKER
923,25.86699,55.60657,243,CARGO
924,25.35997,56.36778,227,TANKER
925,27.07707,56.36577,324,CARGO
926,27.07667,56.365,325,CARGO
927,26.24848,56.31445,null,CARGO
928,24.92065,54.55562,243,CARGO
929,25.53113,55.41394,107,TANKER
930,25.47451,55.48199,286,CARGO
931,26.55073,56.29447,226,CARGO
932,26.89348,52.74537,119,CARGO
933,26.05142,55.69186,247,CARGO
934,25.4213,52.31877,270,CARGO
935,26.06658,55.9616,58,CARGO
936,24.4173,52.4605,268,CARGO
937,24.13524,52.77771,222,CARGO
938,26.31267,53.74666,102,CARGO
939,25.90865,52.00447,250,TANKER
940,25.3059,51.8147,292,TANKER
941,25.49167,55.22151,244,CARGO
942,25.77322,53.20483,118,CARGO
943,25.55581,55.03999,206,TANKER
944,26.4817,56.73094,79,CARGO
945,26.05644,55.94098,282,CARGO
946,25.66892,56.57457,7,CARGO
947,25.30511,51.91082,73,CARGO
948,26.33369,54.78267,277,TANKER
949,25.63697,54.85244,0,TANKER
950,24.51643,54.3919,347,CARGO
951,24.51642,54.39193,347,CARGO
952,26.80849,52.76871,318,CARGO
953,25.31869,52.117,79,CARGO
954,27.04827,55.97492,0,CARGO
955,27.04825,55.97495,0,CARGO
956,25.13889,56.40174,148,TANKER
957,26.31833,56.25,100,TANKER
958,26.31833,56.25,null,TANKER
959,26.54578,52.87502,141,TANKER
960,26.53717,56.41397,58,TANKER
961,25.71444,55.09,302,TANKER
962,26.6743,53.05416,300,CARGO
963,25.5798,55.30933,207,TANKER
964,26.98937,52.54891,115,TANKER
965,25.02051,54.61909,196,CARGO
966,24.97092,53.14822,73,TANKER
967,26.23506,53.8998,93,CARGO
968,25.414,55.2854,254,CARGO
969,26.24633,55.71088,42,TANKER
970,25.24487,54.93748,202,TANKER
971,27.12379,51.89314,110,CARGO
972,24.80011,54.64907,249,CARGO
973,25.3008,51.54701,212,CARGO
974,26.51073,56.36614,56,CARGO
975,25.09883,51.69517,0,CARGO
976,25.47859,55.0952,null,TANKER
977,25.55367,55.35733,229,TANKER
978,26.14695,50.78028,226,TANKER
979,26.91594,56.33599,326,TANKER
980,26.91625,56.33583,330,TANKER
981,26.2613,54.20974,105,TANKER
982,26.79987,52.92593,114,TANKER
983,26.14535,55.43822,70,CARGO
984,27.2468,50.63626,263,TANKER
985,26.66042,51.27942,319,TANKER
986,26.02789,51.74817,2,SUPPORT
987,26.18769,54.54178,103,CARGO
988,25.15438,54.80519,22,CARGO
989,25.63581,53.87089,116,CARGO
990,26.18988,54.6922,94,TANKER
991,25.26288,54.57364,283,CARGO
992,26.59205,51.24557,162,TANKER
993,26.19422,51.86762,122,CARGO
994,24.93289,54.54275,20,CARGO
995,26.43672,53.66705,254,TANKER
996,25.85524,54.24065,296,TANKER
997,25.80917,55.33533,50,TANKER
998,26.83657,51.01025,255,CARGO
999,25.27133,54.8924,347,CARGO
1000,25.88851,53.5518,137,CARGO
1001,26.31435,56.0895,47,CARGO
1002,25.221,51.74258,208,CARGO
1003,27.02916,52.39761,114,CARGO
1004,26.16278,51.76772,336,TANKER
1005,25.66235,54.55994,309,TANKER
1006,26.73199,52.64916,135,CARGO
1007,27.16018,52.01915,113,TANKER
1008,25.09447,55.13103,228,PASSENGER
1009,27.3334,50.96509,61,TANKER
1010,24.24499,53.20029,190,CARGO
1011,26.87808,51.97152,302,TANKER
1012,25.09985,53.65424,277,CARGO
1013,26.19171,55.96575,199,TANKER
1014,25.67528,54.50076,305,SUPPORT
1015,25.69606,54.46484,299,SUPPORT
1016,26.12706,55.09138,92,CARGO
1017,25.74413,55.48505,220,TANKER
1018,24.38167,54.47,68,CARGO
1019,25.94444,56.05971,72,CARGO
1020,26.12075,53.09824,259,CARGO
1021,24.28703,54.43289,223,CARGO
1022,24.28705,54.43289,210,CARGO
1023,24.32059,54.45047,305,SUPPORT
1024,24.32062,54.4505,327,SUPPORT
1025,26.99521,52.62747,114,TANKER
1026,25.79128,54.85089,320,TANKER
1027,25.79106,54.85085,205,TANKER
1028,24.45518,52.50892,234,TANKER
1029,26.22438,54.24124,96,TANKER
1030,26.015,55.93833,317,CARGO
1031,26.015,55.93833,237,CARGO
1032,25.5412,54.55806,72,CARGO
1033,27.05208,55.97974,318,SUPPORT
1034,25.09523,55.00238,160,TANKER
1035,27.31767,51.75684,116,TANKER
1036,26.38701,52.07776,160,SUPPORT
1037,26.55724,56.54737,141,TANKER
1038,26.08398,54.29255,302,CARGO
1039,25.72164,55.04762,20,CARGO
1040,25.80409,55.08127,19,CARGO
1041,24.70621,54.65094,136,CARGO
1042,26.8518,52.91396,113,TANKER
1043,24.71647,54.36961,75,SUPPORT
1044,24.57767,52.94841,216,PASSENGER
1045,24.57767,52.94841,216,PASSENGER
1046,24.69988,54.29381,228,SUPPORT
1047,26.38958,52.54347,24,CARGO
1048,25.97169,55.58831,230,TANKER
1049,24.97727,54.84211,182,CARGO
1050,25.42304,55.45397,1,CARGO
1051,26.37102,50.6742,43,SUPPORT
1052,26.53678,52.27951,353,SUPPORT
1053,25.90676,54.79055,281,TANKER
1054,25.907,54.7906,322,TANKER
1055,24.89666,53.79246,2,SUPPORT
1056,25.43486,55.19872,58,TANKER
1057,26.10282,52.69809,221,SUPPORT
1058,24.5135,52.94736,188,SUPPORT
1059,24.51357,52.94741,348,SUPPORT
1060,26.27249,53.87794,127,CARGO
1061,25.70677,54.69886,174,CARGO
1062,25.33243,54.74979,172,CARGO
1063,25.78691,54.80758,6,TANKER
1064,25.78675,54.80764,6,TANKER
1065,26.63716,51.84069,62,SUPPORT
1066,25.56477,54.18852,218,SUPPORT
1067,24.40324,54.36201,267,SUPPORT
1068,24.40306,54.36242,154,SUPPORT
1069,25.41997,54.92095,1,SUPPORT
1070,26.53819,51.97533,49,SUPPORT
1071,26.62767,52.06987,229,SUPPORT
1072,25.93446,54.62374,125,CARGO
1073,25.93446,54.62374,null,CARGO
1074,26.66076,55.9257,257,CARGO
1075,26.0716,51.99207,210,SUPPORT
1076,26.67318,52.00998,60,SUPPORT
1077,24.94553,54.91445,221,CARGO
1078,24.945,54.91333,221,CARGO
1079,26.50789,52.18089,133,SUPPORT
1080,25.54515,54.84583,242,SUPPORT
1081,25.54239,54.84003,242,SUPPORT
1082,26.71155,51.91888,24,SUPPORT
1083,26.76868,51.97681,0,SUPPORT
1084,26.195,50.62892,220,CARGO
1085,26.1647,52.2516,239,SUPPORT
1086,25.90299,52.12951,149,SUPPORT
1087,26.21778,52.1373,265,SUPPORT
1088,25.9598,55.43963,42,SUPPORT
1089,25.96856,55.44747,37,SUPPORT
1090,25.3495,55.078,0,CARGO
1091,26.89826,50.53571,230,SUPPORT
1092,25.33162,53.65113,323,SUPPORT
1093,25.33817,53.6461,324,SUPPORT
1094,26.3888,51.91787,40,SUPPORT
1095,26.40593,51.81133,178,SUPPORT
1096,25.55822,51.76769,354,SUPPORT
1097,26.44748,51.97294,199,SUPPORT
1098,25.95798,52.02815,25,SUPPORT
1099,25.95796,52.02831,242,SUPPORT
1100,25.35279,54.48534,127,SUPPORT
1101,25.35275,54.48539,317,SUPPORT
1102,26.10399,52.14281,237,SUPPORT
1103,24.98558,53.25073,185,SUPPORT
1104,25.50108,54.30175,121,SUPPORT
1105,25.50072,54.30552,277,SUPPORT
1106,25.34983,56.3668,101,SUPPORT
1107,25.33564,53.5093,206,SUPPORT
1108,25.6707,52.401,169,SUPPORT
1109,26.79381,53.15854,316,SUPPORT
1110,24.18325,52.56718,169,CARGO
1111,24.90749,53.80323,263,SUPPORT
1112,24.90333,53.72333,84,SUPPORT
1113,24.99846,53.71926,null,SUPPORT
1114,26.32153,50.72551,null,SUPPORT
1115,24.49648,54.01642,120,SUPPORT
1116,24.495,54.01667,62,SUPPORT
1117,25.26514,53.26249,181,SUPPORT
1118,24.80667,53.69141,309,SUPPORT
1119,25.22314,53.2569,113,SUPPORT
1120,24.91128,53.61347,301,SUPPORT
1121,24.91117,53.61341,119,SUPPORT
1122,25.58902,52.18019,294,SUPPORT
1123,24.4917,52.42279,194,SUPPORT
1124,24.49172,52.42278,194,SUPPORT
1125,24.83286,53.49971,122,SUPPORT
1126,24.83167,53.49833,159,SUPPORT
1127,25.17797,53.35203,20,SUPPORT
1128,27.1539,56.26455,180,TANKER
1129,24.83674,53.61448,47,SUPPORT
1130,26.53353,54.07796,241,CARGO
1131,26.98812,51.09575,316,TANKER
1132,24.72835,53.58121,175,SUPPORT
1133,24.70104,53.58387,311,SUPPORT
1134,27.20971,50.38278,176,SUPPORT
1135,26.78058,53.38026,142,SUPPORT
1136,26.75864,53.39125,232,SUPPORT
1137,26.00622,52.68937,113,SUPPORT
1138,24.81704,52.83857,287,SUPPORT
1139,25.43386,52.75801,288,SUPPORT
1140,27.27099,50.4007,96,SUPPORT
1141,27.27025,50.40714,95,SUPPORT
1142,25.0441,53.55111,305,SUPPORT
1143,24.73217,53.82754,148,SUPPORT
1144,25.3779,53.4926,226,SUPPORT
1145,24.86599,53.48051,261,SUPPORT
1146,26.74853,52.18303,240,SUPPORT
